ID,jobDetails,jobTitle,url
1476,"Temporary Help Desk Support

Salary: DOE

1+ year of programming experience with a Bachelor’s Degree, preferably in Engineering, Math, or Computer Science required

Do you have basic knowledge of coding and are looking to start your technical career? A technology organization located in Somerville, MA is in need of a Temporary Help Desk Support specialist. This is a great opportunity to gain experience in a technology based role and improve your coding skills.

Responsibilities


 Help Desk Support will handle and respond to emails each day and provide solutions to technical problems
 Assist with registering accounts and perform data entry
 Respond to calls from parents and students regarding their accounts
 Log into the customer database and make sure everything is running smoothly

Requirements


 Bachelor’s Degree, preferably in Engineering, Math, or Computer Science
 1+ year of programming experience
 Basic knowledge of coding in HTML, Java, C++, A+ or other
 Familiar with Microsoft Excel and Access-like software programs and ability to run queries
 Strong analytical and organizational skills",Temporary Help Desk Support #28011,"https://www.glassdoor.com/job-listing/temporary-help-desk-support-28011-johnleonard-JV_IC1154532_KO0,33_KE34,45.htm?jl=3378145013"
1477,"Staff Geotechnical/Structural Engineer – Framingham, MA (Regular Full-Time)

As

a Staff Geostructural Engineer, you will be supporting our Construction Design

Group to provide engineering solutions for temporary construction support

structures for projects across the nation, including temporary trestles,

cofferdams and excavation support systems. Your responsibilities will

include geotechnical and structural analyses, engineering calculation package

preparation, design drawing development, and numerical modeling. A

significant portion of your time will be spent working alongside our

engineering teams, allowing you to develop a broad understanding of

geostructural design and constructability. You will also be involved in

report writing and proposal activities and will have opportunities to spend

time on project sites, observing construction and installing

instrumentation. This position may also provide support to our teams in

other locations as needed.

Qualifications

BS in Civil Engineering required; MS in Geotechnical or Structural Engineering preferredAdvanced understanding of CAD software package AutoCAD/Civil3DAdvanced understanding of numerical analysis for design of geo-structural structures preferredProven problem-solving skillsEngineer-In-Training (EIT) certificationAbility to successfully work within a teamProfessional-level verbal and written communication skillsValid driver's license is required

GeoEngineers is an Equal Opportunity Employer that values workplace diversity.",Staff Geotechnical/Structural Engineer,"https://www.glassdoor.com/job-listing/staff-geotechnical-structural-engineer-geoengineers-JV_IC1154532_KO0,38_KE39,51.htm?jl=3375552229"
1478,"April 10 Update: due to COVID-19 and the current uncertainties facing the child care industry we have paused hiring for now. If you’d like to be considered when we restart hiring, please apply now but bear with us if you don’t hear back immediately. Good luck in your job search, and stay safe out there. Work Hard & Make an ImpactNeighborSchools is that rare company that has engaging engineering challenges, modern technology, generous compensation, and an inspiring social mission. The work we do creates affordable child care options for parents while also enabling providers to run their own businesses.NeighborSchools is a 7-person startup, and our engineering team is only two people. Anyone who joins our team will have the opportunity to make a huge impact on our company. As a software engineer at NeighborSchools, you will of course get to build fantastic software, but you will also help shape the company culture and make fundamental decisions that we will rely on for years to come.Additionally, you will have the opportunity to:- deploy code to production frequently, often several times a day.- work across all aspects of our product and technology stack.- suggest and prioritize new features.- design internal processes for the business.- build amazing, intuitive user interfaces that our customers love.- review code from your teammates.Our ProductOur product is a web platform that guides child care providers through the licensing process and includes tools for operations such as expense tracking, payment processing, and attendance tracking. Additionally, we provide public profiles where providers can market their programs and engage with interested parents.Our Technologies- React- GraphQL (Apollo Client & Server)- AWS- Next.js- Material UI -Node.js -Express- PrismaApplicant Requirements- BA in CS or equivalent AND 1 year experience as full-stack eng (preference for web-app experience) - OR top-tier bootcamp AND 2+ years professional experience as full-stack eng We don’t require candidates to have experience in any particular technologies, (but familiarity with our stack is always a plus). What is most important to us is that candidates are eager to grow and learn and have an interest in building web applications.Top candidates will:- Care about the quality of their code, but can also balance priorities against perfection.- Think critically about what they are working on and speak up if they have a new idea.- Care deeply about the end user experience.- Have humility and understand that we all write code that may have to be refactored one day after gaining a better understanding of the problem.BenefitsCompetitive salary & meaningful equity Medical, dental & visionMentorship & professional development opportunities Supportive management & teammates Choice of laptop and workstation Flexible time off",Full-Stack Software Engineer,"https://www.glassdoor.com/job-listing/full-stack-software-engineer-neighborschools-JV_IC1154532_KO0,28_KE29,44.htm?jl=3372215496"
1479,"Title

Clinical Research Manager I

30-Sep-2019

Department

Neurology

AutoReqId

53109BR

Status

Full-Time

Standard Hours per Week

40

Job Posting DescriptionAt Boston Children’s Hospital, success is measured in patients treated, parents comforted and teams taught. It’s in discoveries made, processes perfected, and technology advanced through major medical breakthroughs and small acts of kindness. And in colleagues who have your back and patients who have your heart. As a teaching hospital of Harvard Medical School, our reach is global and our impact is profound. Join our acclaimed Neurology Team and discover how your talents can change lives. Yours included.

We are looking for an experienced Clinical Research Manager to join the Neuromuscular Research Group in the Neurology Department of Boston Children’s Hospital.

The group is headed by Dr. Basil T. Darras, who specializes in molecular genetics and diagnostics of Duchenne and Becker muscular dystrophies, spinal muscular atrophy, and other myopathies, and on defining the indications for new diagnostic methodologies in the evaluation of children with pediatric neuromuscular diseases. His clinical focus is the care of children with neuromuscular conditions originating from inherited or acquired conditions of the motor unit. The Neuromuscular Group at BCH is a major site for clinical studies on spinal muscular atrophy and muscular dystrophy.

Minimum Education and Experience

Work requires the knowledge of theories, principles, and concepts acquired through completion of a Bachelor's degree and a minimum of 8 years of relevant work experience or Master of Science and 4 yrs of relevant work experience.Applicants must have demonstrated ability in the following areas: Human Subjects Research Protections, working with the IRB, and FDA Regulatory requirements Working with Sponsors—industry, foundation, federal—to develop budgets, CTAs, and study startups Extensive Clinical Trials experience • Project Management Expertise Proven track record of managing and training staff in a research setting Additionally, applicants must be well-organized in order to manage multiple projects, responsibilities, and competing demands simultaneously. Working well on a team, as well as with other staff members, patients (children and families), providers, and departmental leadership is essential. Excellent written and verbal communication skills are essential.

Boston Children’s Hospital is an Equal Opportunity / Affirmative Action Employer. Qualified applicants will receive consideration for employment without regard to their race, color, religion, national origin, sex, sexual orientation, gender identity, protected veteran status or disability.



LIOffice/Site Location


Boston

Regular, Temporary, Per Diem

Regular

Boston Children's Hospital",Clinical Research Manager I,"https://www.glassdoor.com/job-listing/clinical-research-manager-i-boston-children-s-hospital-JV_IC1154532_KO0,27_KE28,54.htm?jl=3369131155"
1480,"We have exciting opportunities for candidates seeking temporary assignments! Positions include:

Executive Assistants
Administrative Assistants
Marketing assistants
Payroll Specialists
Accounts Receivable and Accounts
Project Managers

Boost your resume working with Boston’s top firms- apply now!
Reference Code: K13639",Calling All Temps!-$14-$30/hr.,"https://www.glassdoor.com/job-listing/calling-all-temps-14-30-hr-kennison-associates-JV_IC1154532_KO0,26_KE27,46.htm?jl=3368580286"
1481,"Temporary Convention Staff Supervisor

Salary: DOE

1+ years of experience assisting at conventions or events required

A national nonprofit organization is seeking a Temporary Convention Staff Supervisor to support its upcoming events in the Greater Boston area. If you are reliable, detail-oriented, and highly organized, apply today!

Responsibilities


 Convention Staff Supervisor will check the roster of temporary convention staff workers
 Assign and schedule lunches and breaks
 Check out and end shifts for temporary workers
 Assist the client with ad hoc assignments

Requirements


 High School Diploma or equivalent experience
 1+ years of experience assisting at conventions or events
 Excellent communication and interpersonal skills
 Superior organizational skills and attention to detail
 Friendly and enthusiastic demeanor",Temporary Convention Staff Supervisor #25598,"https://www.glassdoor.com/job-listing/temporary-convention-staff-supervisor-25598-johnleonard-JV_IC1154532_KO0,43_KE44,55.htm?jl=3368557463"
1482,"Temporary Teacher’s Assistant

Salary: DOE

0-2 years in a customer service based role and strong desire to work with children required

A national leader in early childhood education is searching for Temporary Teacher’s Assistants to support multiple locations in the Boston area. In this role, you will be encouraging children to learn and grow each and every day.

Responsibilities


 Temporary Teacher’s Assistant will support the lead teachers in the classroom and implement the curriculum
 Create a safe and nurturing environment for children to learn and play
 Advance children’s physical and intellectual development
 Support children’s social and emotional development
 Cultivate positive relationships with families, teachers, and community contacts

Requirements


 Associate’s Degree preferred
 0-2 years in a customer service based role
 Strong desire to work with children and build relationships with families
 Outstanding communication and customer service skills
 Provide a responsible and caring attitude",Temporary Teacher’s Assistant #25340,"https://www.glassdoor.com/job-listing/temporary-teacher-s-assistant-25340-johnleonard-JV_IC1154532_KO0,35_KE36,47.htm?jl=3368557392"
1483,"Temporary Convention Staffer

Salary: DOE

1+ years of relevant convention, administrative, or customer service experience required

Are you a high-energy individual? There is an opportunity to assist an event happening in Boston, MA. Apply today if you have strong customer service skills!

Responsibilities


 Convention Staffer will assist with all aspects of the convention or event execution
 Check badges for entry access
 Provide excellent customer service to all attendees
 Maintain a positive and professional attitude

Requirements


 1+ years of relevant convention, administrative, or customer service experience
 Excellent communication and interpersonal skills
 Strong team player and outgoing attitude",Temporary Convention Staffer #26745,"https://www.glassdoor.com/job-listing/temporary-convention-staffer-26745-johnleonard-JV_IC1154532_KO0,34_KE35,46.htm?jl=3368557158"
1484,"Temporary Litigation Paralegal

Salary: DOE

3+ years of complex medical or pharmaceutical litigation experience as a Paralegal required

Are you an experienced Paralegal with a strong background in litigation? A leading regional law firm is seeking a Litigation Paralegal to support a team of attorneys in its Boston office. Apply today if you are interested in gaining significant experience at one of Boston’s oldest and most notable law firms!

Responsibilities


 Litigation Paralegal will support attorneys with complex medical or pharmaceutical litigation
 Assist with the initial assessment of a complaint and drafting the initial report to the client by understanding the key medical issues alleged
 Obtain and review medical records
 Prepare medical chronology and summary, highlighting the issues and recommendations for further investigation
 Prepare exhibits and cross examination questions related to medical issues for trial, deposition, mediation or arbitration
 Research and analysis of case issues, including medical research of facts, medical articles and expert articles

Requirements


 Bachelor’s Degree preferred
 3+ years of complex medical or pharmaceutical litigation experience as a Paralegal
 Strong organization skills and highly detail-oriented
 Proficiency in Microsoft Office Suite
 Superior written and verbal communication skills
 Professional attitude with good judgment",Temporary Litigation Paralegal #27894,"https://www.glassdoor.com/job-listing/temporary-litigation-paralegal-27894-johnleonard-JV_IC1154532_KO0,36_KE37,48.htm?jl=3368553735"
1485,"Temporary Trust & Estates Legal Assistant

Salary: DOE

3+ years of experience providing legal administrative support required

A regional law firm is seeking a Temporary Trust & Estates Legal Assistant to join its Metrowest office. In this role, you will be the primary support for their Trust and Estate Practice. Apply today to take advantage of this opportunity!

Responsibilities


 Trust & Estates Legal Assistant will prepare documents, prioritize work assignments and meet deadlines
 Maintain paper and electronic client records in compliance with current policies
 Assist in coordinating timekeeper calendars, event registrations, expense reports, travel, and meeting arrangements
 Prepare and process email and mail
 Provide administrative support, assisting with new client/matter intake process and communicating effectively with clients and others in the firm
 Aid attorneys with managing client trust accounts

Requirements


 Bachelor’s Degree
 3+ years of experience providing legal administrative support
 Prior experience in a law firm specializing in Trust & Estate practice highly desirable
 Excellent time management, organizational skills, interpersonal skills, and attention to detail
 Strong computer skills including advanced experience with Microsoft Office (Word, Outlook, Excel, PowerPoint) and Adobe Acrobat
 Strong verbal and written communication skills
 Ability to work effectively and proactively",Temporary Trust & Estates Legal Assistant #27954,"https://www.glassdoor.com/job-listing/temporary-trust-estates-legal-assistant-27954-johnleonard-JV_IC1154532_KO0,45_KE46,57.htm?jl=3368551133"
1486,"Administrative & HRContract to Hire Cambridge, MAJob Number: JO-1902-105894Posted: 4/21/2020

Executive Assistant

We are seeking a capable and organized Executive Assistant to join the staff of a Higher Education institution in Cambridge! This is a temporary position that could become permanent for the right candidate, and it starts immediately. The ideal candidate will be very organized, have excellent computer skills, and be able to multitask. You will work closely with the vice president of Human Resources. Join a dynamic, fast paced environment!

Interested applicants can please respond with your resume!

Responsibilities:

· Presentation preparation including editing and distributing materials.

· Heavy calendar and scheduling management.

· Manage monthly metrics reporting process, consolidating data, running reports, etc.

· Ensure administrative needs are met, for example administering mail, drafting letters of reference and correspondence, memos and reports, updating contacts, etc.

· Plan and prepare meetings and other events.

· Manage travel arrangements, expenses and reimbursements.

· General office management and administrative duties.

Qualifications:

· Bachelor’s degree or equivalent preferred.

· 2+ years of EA experience or other relevant administrative experience.

· Excellent verbal and written communication skills.

· Strong attention to detail and ability to multitask.

· Excellent Microsoft Office skills.

· Ability to maintain confidential information.

Compensation: $25-35 per hour",Executive Assistant,"https://www.glassdoor.com/job-listing/executive-assistant-hollister-staffing-JV_IC1154545_KO0,19_KE20,38.htm?jl=3368524894"
1487,"Administrative & HRContract Cambridge, MAJob Number: JO-1901-105629Posted: 4/21/2020

INDTA8

Data Entry

One of our clients, a well-known higher education center in Cambridge, is looking for a new member with Data Entry abilities! This is a temporary position and it starts soon. The ideal candidate will be able to multi-task, have experience with data entry, and excellent communication skills. Join this dynamic environment!

Interested applicants can please respond with your resume.

Responsibilities:

Track and update data using Excel skillsUpdate and track data in the company’s system, as well as provide reportsMaintain confidential data informationSolve any issues regarding the data in the systemEngage in special office projects assigned

Qualifications:

Bachelor’s degree or equivalent1+ years of experience with Data entry and/or ExcelExcellent Excel skills, and proficiency with other Microsoft Office programsStrong attention to detail and analytical skillsAbility to maintain confidential information

Compensation: $13-18 per hour, depending on experience",Data Entry,"https://www.glassdoor.com/job-listing/data-entry-hollister-staffing-JV_IC1154545_KO0,10_KE11,29.htm?jl=3368523241"
1488,"Administrative & HRContract Boston, MAJob Number: JO-1908-107855Posted: 4/20/2020

Claims Representative

Our client, a fast-growing Insurance company, is looking for energetic, driven entry-level candidates to work in their Claims Department. The primary responsibility of this role is to handle property and casualty claims. Working in their downtown Boston location, Claims Representatives investigate, evaluate and create a disposition of the first and third party auto property damage claims.

This is a Temporary position with the possibility to turn Permanent for the right candidates. Accepting applications now as the job starts ASAP!

Responsibilities:

Investigate claims and obtain relevant facts to determine coverage, loss and liability.Interact effectively with customers, insurance agents, police, attorney and other public personnel involved in claim process.Assist Supervisor in analyzing, planning, decision-making and problem-solving activities to support claim settlement.Document claim file activities in accurate and timely manner.Resolve claim issues promptly and follow-up on outstanding issues.Communicate claim status to supervisor and customers on regular basis.Recommend claim and expense reservesWork in compliance with state regulations and applicable jurisdictions.Perform claim assignments received from Supervisor in timely and accurate manner.Work under the guidance and assistance of Supervisor to ensure accurate claim settlement.

Qualifications:

Bachelor’s degree from four-year college or university requiredPrevious MA auto claims handling experience preferredAbility to work independently and in a team environmentExcellent oral and written communication skillsExcellent organizational skillsSolid problem solving skillsProficient in Word, Excel, MS OutlookProperty and casualty claims handling experience desired

Compensation: $15/hr.",Claims Representative,"https://www.glassdoor.com/job-listing/claims-representative-hollister-staffing-JV_IC1154532_KO0,21_KE22,40.htm?jl=3368522139"
1489,"Administrative & HRContract to Hire Cambridge, MAJob Number: JO-1902-105777Posted: 4/19/2020

Administrative Assistant II

We are seeking a capable and organized Administrative Assistant to join the team of one of the finest University centers in the Cambridge! This is a temporary position that could become permanent for the right candidate, and it starts immediately. The ideal candidate will be very organized, have knowledge and understanding of Microsoft Office, and have a passion for international culture. Join this fast-paced environment!

If you are passionate about learning about other cultures and are interested, please respond with your resume. We will get in touch with you!

Responsibilities:

· Prepare presentations for meetings.

· Support with heavy calendar management, scheduling meetings and lab time, etc.

· Assist in the preparation of events, and reconciling receipts from travel.

· Monitor invoices, expenses and process requests for payment and reimbursement.

· Ensure administrative needs are met, for example administer mail, draft letters, perform administrative and financial duties, update contacts, etc.

· General office management and administrative duties.

Qualifications:

· Bachelor’s degree or equivalent preferred.

· 2+ years of experience with administrative support.

· Experience with Microsoft Office, SAP, and Concur

· Excellent verbal and written communication skills.

· Strong attention to detail and ability to multitask.

Compensation: $20-22 per hour",Administrative Assistant II,"https://www.glassdoor.com/job-listing/administrative-assistant-ii-hollister-staffing-JV_IC1154545_KO0,27_KE28,46.htm?jl=3368515958"
1490,"Vacancy Name Tax Senior-Boston 
Vacancy No VN285 
Education Level Bachelor's Degree 
Experience Level 3 years 
Employment Type Employee 
Duration 
Applications Close Date 
Full-Time/Part-Time Full-Time 
Regular/Temporary Regular 
Department Name Tax & Business Services 
Work Location Boston, MA 
Job Posting Responsibilities  Marcum LLP is an Equal Opportunity Employer

Marcum LLP does not discriminate on the basis of race, ancestry, national origin, color, religion, gender, age, marital status, sexual orientation, disability, veteran status, or any other protected classification under the law. 

 
Job Posting Description  Marcum LLP is seeking Tax Seniors to join our growing and well-established national firm in our Boston office. The position requires a high-energy, experienced professional, with strong interpersonal and supervisory skills.

Our growing practice provides tremendous career opportunities in an environment of the highest ethical standards and professionalism. We are committed to practicing work/life balance and offer extremely competitive salary and benefit packages.

Responsibilities


Interact closely with clients to provide innovative business, tax planning, consulting and compliance services in a timely and effective mannerPrepare and review federal and state corporate, individual, and partnership returns, including exercising professional judgment with respect to issue identification to develop solutionsSupervisor and help drive the success of multiple engagements in corporate, partnership and individual taxationEnsure complete client satisfaction through open communication, managing and meeting deadlines, and proactively sharing tax saving strategiesWork closely with Partners, Senior Managers, Managers, and staff on client management, professional development, and business development activitiesSupervise, develop, train and mentor staff- including performance and engagement reviewsAttend professional development and continuing education sessions on a regular basisOther related duties as assigned


Qualifications


Bachelors or Masters degree in Accounting from an accredited college or university (minimum of 150 college credits required)Masters in Taxation is a plusMinimum 3+ years solid tax experience in public accountingCPA certification or working towards certification requiredAbility to problem solve and think creatively and logicallyDemonstrated ability to self-direct and effectively organize, priority, and manage multiple engagements under tight deadlinesOutstanding leadership, mentoring, and interpersonal skillsExcellent analytical, organization, and communication skills


#GD",Tax Senior,"https://www.glassdoor.com/job-listing/tax-senior-marcum-JV_IC1154532_KO0,10_KE11,17.htm?jl=3365058390"
1491,"Vacancy Name Administrative Assistant 
Vacancy No VN644 
Education Level 
Experience Level 
Employment Type Employee 
Duration 
Applications Close Date 
Full-Time/Part-Time Full-Time 
Regular/Temporary Regular 
Department Name Advisory Services 
Work Location Boston, MA 
Job Posting Responsibilities  Marcum LLP is an Equal Opportunity Employer

Marcum LLP does not discriminate on the basis of race, ancestry, national origin, color, religion, gender, age, marital status, sexual orientation, disability, veteran status, or any other protected classification under the law. 

 
Job Posting Description  Marcum LLP is seeking an administrative assistant with strong organizational skills to support the Valuation & Litigation Services group of the Advisory practice, in our Boston, MA office. This position requires a high-energy professional with strong interpersonal and multi-tasking skills.

Marcum LLP's Valuation and Litigation Support Group in a leading provider of litigation support, economic damages, financial forensic investigations, business valuation and other advisory services. Our group is led by nationally known and respected experts in a variety of fields from across the country. We have a progressive, forward-thinking valuation and litigation support services practice group that is dedicated to adding to our team with relevant, bold and ambitious talent. As a leader in our industry, we empower employees through a collaborative environment that supports employee career growth and development. We are committed to practicing work/life balance and offer extremely competitive salary and benefit packages.

Responsibilities


Data entry and organizing information into spreadsheets.Document management to include, organizing, scanning, naming, and saving documents.Provide assistance to the Professional staff on engagements as needed.Support multiple Professionals with various administrative needs on an ongoing basis. Complete various projects.


Qualifications


Proficient with Microsoft products.Strong interpersonal skills with a high level of professionalism.Experience working in an office environment, preferably in Professional Services.Strong organizational and problem solving skills.Demonstrated ability to generate a quality work product in a timely manner with strong attention to detail.High School diploma, Bachelors degree preferred.


#GD",Administrative Assistant,"https://www.glassdoor.com/job-listing/administrative-assistant-marcum-JV_IC1154532_KO0,24_KE25,31.htm?jl=3365055131"
1492,"Administrative Assistant

One of our established international business clients is in need of a detail-oriented administrative assistant for its Boston office. This temporary position is available while the current administrator is on maternity leave. While this assignment will last approximately six months, it is the perfect opportunity for someone looking to make professional connections within the city of Boston!

The administrative assistant will be organizing and scheduling conference calls for several regional managers, along with updating and posting written materials for the company. These materials include advertisements, newspaper layouts, brochures, flyers, and direct mailings. This is an ideal opportunity for a recent college graduate who enjoys writing and editing, although professional editing experience is not required. Marketing and communications majors are encouraged to apply.

Qualified candidates will have:

• 1-2+ years of experience with Microsoft Word, Excel and Outlook

• Exceptional writing and verbal communication skills

• The ability to prioritize assignments and adapt to deadlines

• The desire to work with a professional, dedicated team

For more information about this job or to CHAT WITH US LIVE : www.psgstaffing.com

There are no costs for candidates utilizing our services as our clients pay for all related hiring fees. All PSG job postings are either actual positions we had available at the time of posting and/or are representative of positions we typically fill or expect to fill. If you see a job that interests you, respond to the ad or give us a call so that we can help you find a job you'll love. As one of the area's largest staffing firms, we help 2,500 people find jobs a year so chances are good that we can help you too.

Professional Staffing Group is an equal opportunity employer and considers qualified applicants for employment regardless of race, gender, gender identity, gender expression, age, color, religion, disability, veteran's status, sexual orientation, or any other protected factor.",Administrative Assistant,"https://www.glassdoor.com/job-listing/administrative-assistant-professional-staffing-group-JV_IC1154532_KO0,24_KE25,52.htm?jl=3364717252"
1493,"With the continued impact of COVID-19 and social distancing measures, Kensho fully supports remote interviewing and onboarding procedures.At Kensho, we hire talented people and give them the autonomy, support, and resources needed to build cutting edge technology and products for our parent company, S&P Global. As a result, we produce technology that is scalable, robust, and solves the challenges of one of the world’s largest, most successful financial institutions. As a Back End Software Engineer on the Applications Team, you will be responsible for building the backend infrastructure that our web applications depend on. Our Applications Team is a tight-knit and high-velocity team that’s responsible for the web products across Kensho.  Are you looking to make impactful, scalable contributions that transform the way we think about data? If so, we would love to help you excel here at Kensho. We take pride in our tightly-knit, team-based community that provides our Kenshins with a collaborative, supportive environment to bring transparency to the biggest challenges in data.What You’ll DoYou will design, develop, test, deploy, maintain and improve software.You will manage individual project priorities, deadlines and deliverables.You will write robust, scalable, and well-tested code for integrating all kinds of data into Kensho's systems.You will help make Kensho's data easily accessible internally through easy to use, performant and well documented APIs.You will work on rapidly prototyping new services to accommodate other projects and teams' needs.Technologies You’ll UseDjango, Django REST Framework, Celery, Python3, PostgreSQL, gRPCGit, Phabricator, Docker, JenkinsSAML, OAuthRequired Skills, Knowledge & ExperienceBachelor’s degree in Computer Science or equivalent practical experienceYou have 2+ years developing web applications in PythonYou have collaborated on a team developing web appsYou have experience working on web application back-ends and APIsYou demonstrate a strong understanding of algorithms and data structuresYou have experience profiling and optimizing systemsYou have familiarity designing and building wide-reaching systemsYou can communicate thoroughly and effectivelyHow to Really Get Our AttentionYou have open source project contributions, research, publications, or patents demonstrating innovation and initiativeYou exhibit excitement and readiness to work in a collaborative environmentYou seek the opportunity to accept and give constructive criticism and to brainstorm with fellow team membersBenefits & PerksAt Kensho, we pride ourselves on providing top-of-market benefits, including:Medical, Dental, and Vision insurance - 100% company paid premiumsUnlimited Paid Time Off18 weeks of 100% paid Parental Leave (paternity and maternity)401(k) plan with 6% employer matchingGenerous company matching on donations to non-profit charitiesUp to $20,000 tuition assistance toward degree programs, plus up to $4,000/year for ongoing professional education such as industry conferencesPlentiful snacks, drinks, and regularly catered lunchesDog-friendly office (CAM office)In-office gyms and showers (CAM, DC) or Equinox membership (LA, NYC)Stipend towards commuter or gym reimbursementBike sharing program membershipsCompassion leave and elder care leaveMentoring and additional learning opportunitiesOpportunity to expand professional network and participate in conferences and eventsAbout Kensho Kensho uses machine learning, artificial intelligence, natural language processing and data visualization techniques to solve some of the hardest analytical problems and create breakthrough financial intelligence solutions for our parent company, S&P Global.  Kensho was founded in 2013 by Harvard & MIT alums and was acquired by S&P Global in 2018. Kensho continues to operate as a startup in order to maintain our distinct, independent brand and to promote our breakthrough, innovative culture. Our team of Kenshins enjoy a dynamic and collaborative work environment that runs autonomously from S&P, while leveraging the unparalleled breadth and depth of data and resources available as part of S&P Global.  As Kenshins, we pride ourselves on maintaining an innovative culture that depends on diversity and inclusion. We are an equal opportunity employer that welcomes future Kenshins with all experiences and perspectives. Kensho is headquartered in Cambridge, MA, with offices in New York City, Washington D.C. and Los Angeles.  All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, sexual orientation, gender identity, or national origin.","Software Engineer, Back End","https://www.glassdoor.com/job-listing/software-engineer-back-end-kensho-JV_IC1154545_KO0,26_KE27,33.htm?jl=3362137666"
1494,"Title

Per Diem - Psychoeducational Evaluator

27-Mar-2020

Department

Medicine-Developmental Medicine

AutoReqId

52840BR

Status

Part-Time

Standard Hours per Week

1

Job Posting Description

At Boston Children’s Hospital, success is measured in patients treated, parents comforted and teams taught. It’s in discoveries made, processes perfected, and technology advanced. In major medical breakthroughs and small acts of kindness. And in colleagues who have your back and patients who have your heart. As a teaching hospital of Harvard Medical School, our reach is global and our impact is profound. Join our acclaimed Division of Developmental Medicine and discover how your talents can change lives. Yours included.

The Gaab Lab (gaablab.com) at Boston Children’s Hospital is seeking a per diem psychoeducational evaluator.

This Psycho-Educational Evaluator will be responsible for:


Administering several psychometric assessments pertaining to cognitive, language, and reading development, including the Comprehensive Test of Phonological Processing, the Clinical Evaluation of Language Fundamentals, the Woodcock Reading Mastery Test, the Test of Word Reading Efficiency, and the RAN/RAS with kindergartners and first graders. Working primarily at schools in the greater Boston area within a 1-hour radius and at Boston Children's Hospital (Boston and Waltham locations). 


To qualify, you must have:


A Bachelor’s or Master’s degree in psychology, education, speech-language pathology or other relevant area.Candidates should have experience administering psychoeducational assessments and experience working with kindergarteners/first graders in assessment settings.Native Spanish speakers preferred.


Boston Children’s Hospital is an Equal Opportunity / Affirmative Action Employer. Qualified applicants will receive consideration for employment without regard to their race, color, religion, national origin, sex, sexual orientation, gender identity, protected veteran status or disability.

Office/Site Location

Boston

Regular, Temporary, Per Diem

Per Diem

Boston Children's Hospital",Per Diem - Psychoeducational Evaluator,"https://www.glassdoor.com/job-listing/per-diem-psychoeducational-evaluator-boston-children-s-hospital-JV_IC1154532_KO0,36_KE37,63.htm?jl=3347674255"
